date,description,category,amount,type,account,payment_method
2/27/2022,Fuel Station,Fuel,3778,expense,ICICI Savings,NetBanking
5/1/2024,Electricity Bill,Electricity,3311,expense,HDFC Savings,NetBanking
6/22/2022,Electricity Bill,Electricity,7893,expense,HDFC Savings,UPI
1/31/2024,Medical Expense,Medical,7584,expense,HDFC Savings,Card
9/13/2023,Medical Expense,Medical,3483,expense,HDFC Savings,Card
7/8/2023,Monthly Salary Credit,Salary,88812,income,ICICI Savings,UPI
6/13/2022,Restaurant Payment,Dining,5582,expense,HDFC Savings,Card
12/2/2022,Online Shopping,Shopping,1148,expense,ICICI Savings,NetBanking
9/9/2022,Electricity Bill,Electricity,1438,expense,HDFC Savings,UPI
5/3/2023,Equity Purchase,Stocks,14909,expense,HDFC Savings,UPI
4/26/2022,Electricity Bill,Electricity,2831,expense,ICICI Savings,Card
12/12/2023,Online Shopping,Shopping,3924,expense,ICICI Savings,Card
5/7/2023,Supermarket Purchase,Groceries,3217,expense,HDFC Savings,UPI
3/5/2023,Electricity Bill,Electricity,6061,expense,ICICI Savings,Card
9/24/2022,Travel Booking,Travel,5154,expense,HDFC Savings,NetBanking
5/18/2023,Freelance Project Payment,Freelance,5942,income,ICICI Savings,Card
10/5/2023,Electricity Bill,Electricity,4454,expense,HDFC Savings,UPI
1/19/2022,SIP Investment,Mutual Fund,5714,expense,ICICI Savings,NetBanking
5/19/2024,House Rent,Rent,18589,expense,HDFC Savings,UPI
7/28/2023,Supermarket Purchase,Groceries,2037,expense,ICICI Savings,UPI
7/1/2023,Electricity Bill,Electricity,6797,expense,HDFC Savings,Card
12/25/2023,Fuel Station,Fuel,6671,expense,HDFC Savings,UPI
9/24/2023,Medical Expense,Medical,1790,expense,HDFC Savings,UPI
6/6/2023,Equity Purchase,Stocks,3160,expense,HDFC Savings,Card
10/3/2022,Supermarket Purchase,Groceries,1063,expense,HDFC Savings,Card
1/24/2024,Supermarket Purchase,Groceries,1095,expense,HDFC Savings,NetBanking
8/8/2023,Fuel Station,Fuel,6720,expense,HDFC Savings,Card
7/19/2023,Broadband Bill,Internet,5335,expense,HDFC Savings,NetBanking
7/9/2023,Electricity Bill,Electricity,5948,expense,ICICI Savings,NetBanking
5/18/2024,Insurance Premium,Insurance,3988,expense,HDFC Savings,UPI
12/12/2023,House Rent,Rent,24556,expense,HDFC Savings,Card
6/22/2023,Monthly Salary Credit,Salary,80379,income,HDFC Savings,NetBanking
8/29/2022,SIP Investment,Mutual Fund,14477,expense,ICICI Savings,UPI
6/14/2024,Insurance Premium,Insurance,971,expense,HDFC Savings,Card
7/2/2022,Monthly Salary Credit,Salary,69058,income,ICICI Savings,Card
7/30/2023,Online Shopping,Shopping,7660,expense,HDFC Savings,UPI
2/26/2024,Supermarket Purchase,Groceries,4646,expense,HDFC Savings,Card
8/16/2023,Freelance Project Payment,Freelance,7681,income,ICICI Savings,NetBanking
2/7/2023,Electricity Bill,Electricity,520,expense,ICICI Savings,NetBanking
1/24/2023,Travel Booking,Travel,5216,expense,ICICI Savings,Card
10/7/2022,Equity Purchase,Stocks,7490,expense,HDFC Savings,UPI
7/13/2023,Fuel Station,Fuel,870,expense,HDFC Savings,UPI
12/18/2022,Restaurant Payment,Dining,5679,expense,HDFC Savings,Card
3/7/2024,House Rent,Rent,20290,expense,ICICI Savings,Card
8/23/2022,Monthly Salary Credit,Salary,84135,income,HDFC Savings,NetBanking
2/4/2024,Monthly Salary Credit,Salary,77217,income,ICICI Savings,UPI
12/12/2022,Broadband Bill,Internet,2669,expense,HDFC Savings,UPI
1/17/2022,House Rent,Rent,17643,expense,ICICI Savings,UPI
5/12/2023,Travel Booking,Travel,7624,expense,ICICI Savings,UPI
4/28/2022,Medical Expense,Medical,3016,expense,HDFC Savings,Card
3/8/2024,Travel Booking,Travel,7843,expense,HDFC Savings,UPI
3/12/2022,Equity Purchase,Stocks,4975,expense,ICICI Savings,UPI
10/22/2022,Freelance Project Payment,Freelance,6165,income,ICICI Savings,Card
6/3/2024,Supermarket Purchase,Groceries,4641,expense,HDFC Savings,Card
4/19/2023,Electricity Bill,Electricity,6402,expense,ICICI Savings,NetBanking
3/26/2023,House Rent,Rent,22620,expense,ICICI Savings,Card
4/23/2022,Medical Expense,Medical,4884,expense,ICICI Savings,Card
1/28/2022,Fuel Station,Fuel,1745,expense,ICICI Savings,Card
1/19/2024,Fuel Station,Fuel,5429,expense,ICICI Savings,Card
2/17/2024,SIP Investment,Mutual Fund,3998,expense,ICICI Savings,NetBanking
8/26/2022,Restaurant Payment,Dining,5857,expense,ICICI Savings,NetBanking
9/2/2023,Broadband Bill,Internet,4211,expense,HDFC Savings,Card
12/13/2023,Restaurant Payment,Dining,6398,expense,ICICI Savings,UPI
9/21/2023,House Rent,Rent,24255,expense,HDFC Savings,Card
5/7/2023,SIP Investment,Mutual Fund,6162,expense,ICICI Savings,UPI
11/30/2022,Supermarket Purchase,Groceries,6394,expense,HDFC Savings,NetBanking
3/7/2022,Freelance Project Payment,Freelance,6606,income,HDFC Savings,UPI
2/2/2022,Electricity Bill,Electricity,7160,expense,ICICI Savings,NetBanking
8/31/2022,Freelance Project Payment,Freelance,7051,income,HDFC Savings,NetBanking
2/23/2023,Supermarket Purchase,Groceries,4104,expense,ICICI Savings,UPI
8/24/2023,Broadband Bill,Internet,4170,expense,HDFC Savings,UPI
7/7/2022,House Rent,Rent,20205,expense,HDFC Savings,NetBanking
6/12/2023,Freelance Project Payment,Freelance,5315,income,HDFC Savings,UPI
10/2/2023,Medical Expense,Medical,1429,expense,HDFC Savings,Card
6/14/2024,Restaurant Payment,Dining,5512,expense,ICICI Savings,Card
9/29/2022,Medical Expense,Medical,5881,expense,ICICI Savings,NetBanking
10/18/2022,SIP Investment,Mutual Fund,7639,expense,ICICI Savings,UPI
3/31/2023,Broadband Bill,Internet,7684,expense,ICICI Savings,NetBanking
9/7/2023,Equity Purchase,Stocks,5862,expense,ICICI Savings,Card
3/27/2024,Electricity Bill,Electricity,6888,expense,ICICI Savings,UPI
4/12/2023,Restaurant Payment,Dining,394,expense,ICICI Savings,Card
7/26/2023,Online Shopping,Shopping,3881,expense,ICICI Savings,UPI
6/7/2024,Monthly Salary Credit,Salary,82316,income,ICICI Savings,UPI
8/12/2022,Electricity Bill,Electricity,3714,expense,HDFC Savings,UPI
4/9/2023,Online Shopping,Shopping,899,expense,HDFC Savings,Card
1/8/2024,Insurance Premium,Insurance,7218,expense,HDFC Savings,UPI
7/12/2023,Electricity Bill,Electricity,4441,expense,ICICI Savings,NetBanking
1/30/2022,Insurance Premium,Insurance,773,expense,HDFC Savings,NetBanking
3/20/2022,House Rent,Rent,16350,expense,HDFC Savings,Card
8/11/2022,Fuel Station,Fuel,6737,expense,HDFC Savings,Card
3/21/2023,Electricity Bill,Electricity,814,expense,HDFC Savings,UPI
2/3/2023,House Rent,Rent,17792,expense,ICICI Savings,NetBanking
4/15/2022,Insurance Premium,Insurance,1836,expense,HDFC Savings,Card
3/6/2023,House Rent,Rent,23314,expense,ICICI Savings,Card
8/24/2022,Electricity Bill,Electricity,5708,expense,HDFC Savings,NetBanking
7/8/2022,Broadband Bill,Internet,2281,expense,HDFC Savings,NetBanking
4/12/2022,Equity Purchase,Stocks,5748,expense,ICICI Savings,NetBanking
5/16/2022,Monthly Salary Credit,Salary,61413,income,ICICI Savings,UPI
7/10/2022,Monthly Salary Credit,Salary,78432,income,HDFC Savings,NetBanking
6/10/2022,Broadband Bill,Internet,6441,expense,HDFC Savings,UPI
10/26/2022,Electricity Bill,Electricity,7689,expense,ICICI Savings,NetBanking
3/5/2023,Online Shopping,Shopping,7668,expense,ICICI Savings,NetBanking
7/31/2022,Monthly Salary Credit,Salary,66315,income,HDFC Savings,Card
6/23/2022,Insurance Premium,Insurance,6309,expense,ICICI Savings,UPI
9/22/2023,Insurance Premium,Insurance,1969,expense,ICICI Savings,Card
3/24/2022,Supermarket Purchase,Groceries,4188,expense,ICICI Savings,NetBanking
7/2/2023,SIP Investment,Mutual Fund,7224,expense,HDFC Savings,Card
1/25/2024,Medical Expense,Medical,1033,expense,ICICI Savings,Card
7/31/2023,Insurance Premium,Insurance,7229,expense,HDFC Savings,NetBanking
10/25/2022,Equity Purchase,Stocks,8346,expense,HDFC Savings,NetBanking
6/7/2022,Monthly Salary Credit,Salary,76670,income,ICICI Savings,NetBanking
2/7/2024,Online Shopping,Shopping,3069,expense,HDFC Savings,NetBanking
12/11/2022,Freelance Project Payment,Freelance,7626,income,ICICI Savings,UPI
1/18/2023,Online Shopping,Shopping,4620,expense,ICICI Savings,NetBanking
12/22/2022,Medical Expense,Medical,6806,expense,HDFC Savings,NetBanking
9/16/2022,Monthly Salary Credit,Salary,88805,income,HDFC Savings,UPI
5/5/2024,Electricity Bill,Electricity,3178,expense,HDFC Savings,NetBanking
4/9/2023,Travel Booking,Travel,6867,expense,ICICI Savings,UPI
5/23/2022,Equity Purchase,Stocks,8565,expense,ICICI Savings,NetBanking
11/6/2023,Travel Booking,Travel,2828,expense,HDFC Savings,UPI
6/28/2022,Fuel Station,Fuel,5254,expense,HDFC Savings,NetBanking
4/11/2024,Freelance Project Payment,Freelance,5623,income,HDFC Savings,UPI
5/2/2023,House Rent,Rent,21108,expense,ICICI Savings,Card
11/25/2023,SIP Investment,Mutual Fund,12340,expense,ICICI Savings,Card
10/3/2023,Monthly Salary Credit,Salary,68102,income,HDFC Savings,Card
8/14/2023,Fuel Station,Fuel,4671,expense,HDFC Savings,Card
9/15/2022,SIP Investment,Mutual Fund,10011,expense,ICICI Savings,Card
6/2/2022,Supermarket Purchase,Groceries,5268,expense,ICICI Savings,Card
11/14/2023,Electricity Bill,Electricity,4461,expense,HDFC Savings,NetBanking
1/12/2022,Electricity Bill,Electricity,2816,expense,HDFC Savings,Card
7/26/2022,Broadband Bill,Internet,236,expense,ICICI Savings,Card
7/5/2022,Online Shopping,Shopping,6383,expense,ICICI Savings,NetBanking
11/3/2022,Monthly Salary Credit,Salary,79951,income,HDFC Savings,Card
8/2/2022,Electricity Bill,Electricity,6100,expense,HDFC Savings,UPI
9/25/2023,Travel Booking,Travel,1112,expense,ICICI Savings,Card
10/8/2022,Broadband Bill,Internet,323,expense,HDFC Savings,Card
3/12/2022,Restaurant Payment,Dining,5397,expense,ICICI Savings,Card
9/14/2022,Monthly Salary Credit,Salary,82243,income,HDFC Savings,NetBanking
3/23/2022,Insurance Premium,Insurance,3166,expense,ICICI Savings,Card
1/20/2022,Medical Expense,Medical,6989,expense,ICICI Savings,NetBanking
6/20/2023,Restaurant Payment,Dining,4790,expense,ICICI Savings,UPI
10/17/2023,Restaurant Payment,Dining,4874,expense,HDFC Savings,UPI
7/5/2023,Supermarket Purchase,Groceries,7057,expense,ICICI Savings,NetBanking
2/16/2023,Monthly Salary Credit,Salary,83235,income,HDFC Savings,UPI
5/7/2024,Insurance Premium,Insurance,2117,expense,ICICI Savings,UPI
3/25/2022,Medical Expense,Medical,4194,expense,ICICI Savings,NetBanking
10/12/2023,Online Shopping,Shopping,1751,expense,ICICI Savings,NetBanking
9/6/2022,Broadband Bill,Internet,6223,expense,HDFC Savings,Card
7/6/2023,Restaurant Payment,Dining,3408,expense,HDFC Savings,Card
1/7/2022,Medical Expense,Medical,7946,expense,ICICI Savings,UPI
12/12/2022,Medical Expense,Medical,5918,expense,HDFC Savings,Card
1/19/2023,Insurance Premium,Insurance,1768,expense,HDFC Savings,Card
6/14/2022,Online Shopping,Shopping,7812,expense,HDFC Savings,UPI
7/9/2023,Medical Expense,Medical,6949,expense,ICICI Savings,Card
2/11/2023,Supermarket Purchase,Groceries,7771,expense,HDFC Savings,Card
4/3/2023,Medical Expense,Medical,5046,expense,ICICI Savings,UPI
2/24/2024,House Rent,Rent,21911,expense,ICICI Savings,UPI
6/25/2023,Broadband Bill,Internet,6028,expense,ICICI Savings,Card
12/10/2022,Broadband Bill,Internet,6871,expense,ICICI Savings,UPI
4/30/2023,Insurance Premium,Insurance,5124,expense,ICICI Savings,NetBanking
6/8/2023,Equity Purchase,Stocks,4332,expense,ICICI Savings,NetBanking
3/6/2023,Broadband Bill,Internet,5401,expense,HDFC Savings,NetBanking
2/19/2023,Fuel Station,Fuel,839,expense,HDFC Savings,NetBanking
7/17/2023,SIP Investment,Mutual Fund,11312,expense,ICICI Savings,Card
10/22/2023,Restaurant Payment,Dining,5976,expense,ICICI Savings,UPI
3/21/2024,House Rent,Rent,16368,expense,ICICI Savings,NetBanking
4/9/2023,Broadband Bill,Internet,6464,expense,ICICI Savings,Card
11/22/2022,Electricity Bill,Electricity,2536,expense,ICICI Savings,NetBanking
4/19/2023,Monthly Salary Credit,Salary,73003,income,HDFC Savings,NetBanking
2/28/2024,Medical Expense,Medical,6711,expense,ICICI Savings,NetBanking
12/14/2022,Broadband Bill,Internet,6111,expense,HDFC Savings,Card
7/8/2023,SIP Investment,Mutual Fund,9115,expense,ICICI Savings,Card
2/10/2024,Travel Booking,Travel,2097,expense,HDFC Savings,Card
12/24/2023,Fuel Station,Fuel,2724,expense,HDFC Savings,UPI
1/14/2024,Equity Purchase,Stocks,8271,expense,ICICI Savings,Card
6/3/2022,Electricity Bill,Electricity,3918,expense,HDFC Savings,UPI
10/20/2023,Fuel Station,Fuel,6890,expense,ICICI Savings,UPI
2/4/2023,Online Shopping,Shopping,7472,expense,HDFC Savings,NetBanking
2/28/2022,Equity Purchase,Stocks,9020,expense,HDFC Savings,Card
4/7/2024,Insurance Premium,Insurance,1424,expense,HDFC Savings,UPI
7/26/2023,Fuel Station,Fuel,2287,expense,ICICI Savings,UPI
4/16/2024,Freelance Project Payment,Freelance,3660,income,ICICI Savings,NetBanking
2/23/2023,Monthly Salary Credit,Salary,73098,income,ICICI Savings,NetBanking
11/13/2022,Insurance Premium,Insurance,6582,expense,HDFC Savings,UPI
9/2/2022,Electricity Bill,Electricity,2942,expense,ICICI Savings,NetBanking
4/20/2024,Broadband Bill,Internet,1925,expense,HDFC Savings,NetBanking
4/1/2024,Supermarket Purchase,Groceries,2057,expense,HDFC Savings,Card
8/19/2023,Supermarket Purchase,Groceries,5531,expense,HDFC Savings,Card
5/21/2024,Restaurant Payment,Dining,4387,expense,ICICI Savings,NetBanking
12/4/2023,House Rent,Rent,23219,expense,HDFC Savings,NetBanking
1/9/2022,SIP Investment,Mutual Fund,9452,expense,ICICI Savings,Card
11/26/2022,Supermarket Purchase,Groceries,2319,expense,ICICI Savings,NetBanking
4/5/2023,Travel Booking,Travel,6498,expense,HDFC Savings,UPI
8/5/2023,Monthly Salary Credit,Salary,60702,income,HDFC Savings,NetBanking
3/26/2022,Monthly Salary Credit,Salary,61286,income,HDFC Savings,UPI
6/21/2022,Travel Booking,Travel,3625,expense,ICICI Savings,Card
5/19/2024,Freelance Project Payment,Freelance,4021,income,HDFC Savings,NetBanking
1/5/2024,Broadband Bill,Internet,6958,expense,ICICI Savings,Card
11/12/2022,Travel Booking,Travel,5319,expense,HDFC Savings,Card
5/28/2022,Electricity Bill,Electricity,5891,expense,ICICI Savings,Card
12/20/2022,Monthly Salary Credit,Salary,64840,income,ICICI Savings,UPI
12/29/2022,Monthly Salary Credit,Salary,84837,income,HDFC Savings,UPI
5/17/2022,Equity Purchase,Stocks,12402,expense,HDFC Savings,Card
7/26/2022,Fuel Station,Fuel,1861,expense,ICICI Savings,Card
8/23/2023,House Rent,Rent,22883,expense,HDFC Savings,NetBanking
4/21/2023,Equity Purchase,Stocks,9473,expense,ICICI Savings,UPI
1/20/2023,House Rent,Rent,19728,expense,HDFC Savings,NetBanking
2/10/2024,SIP Investment,Mutual Fund,6111,expense,HDFC Savings,NetBanking
1/26/2022,Freelance Project Payment,Freelance,6918,income,HDFC Savings,Card
11/30/2023,Monthly Salary Credit,Salary,63787,income,ICICI Savings,Card
2/12/2024,Restaurant Payment,Dining,2727,expense,ICICI Savings,UPI
7/7/2023,Supermarket Purchase,Groceries,2624,expense,ICICI Savings,Card
8/12/2023,Freelance Project Payment,Freelance,4192,income,ICICI Savings,UPI
4/12/2023,Broadband Bill,Internet,6418,expense,HDFC Savings,UPI
5/16/2022,Supermarket Purchase,Groceries,2023,expense,HDFC Savings,Card
5/24/2024,Medical Expense,Medical,2053,expense,ICICI Savings,NetBanking
5/26/2023,Online Shopping,Shopping,1617,expense,HDFC Savings,Card
10/21/2022,Freelance Project Payment,Freelance,5429,income,HDFC Savings,NetBanking
8/15/2022,Electricity Bill,Electricity,3054,expense,HDFC Savings,Card
4/20/2022,Online Shopping,Shopping,2495,expense,ICICI Savings,NetBanking
1/29/2023,Broadband Bill,Internet,5813,expense,HDFC Savings,UPI
9/17/2023,Travel Booking,Travel,3918,expense,HDFC Savings,NetBanking
5/14/2022,Electricity Bill,Electricity,4534,expense,ICICI Savings,UPI
6/13/2022,SIP Investment,Mutual Fund,11613,expense,ICICI Savings,NetBanking
10/2/2023,Equity Purchase,Stocks,9768,expense,HDFC Savings,Card
1/11/2023,Fuel Station,Fuel,5570,expense,HDFC Savings,UPI
5/25/2022,Freelance Project Payment,Freelance,5587,income,HDFC Savings,Card
11/24/2023,Insurance Premium,Insurance,6056,expense,ICICI Savings,UPI
11/26/2022,Supermarket Purchase,Groceries,7450,expense,ICICI Savings,NetBanking
1/10/2023,Supermarket Purchase,Groceries,7931,expense,HDFC Savings,UPI
3/3/2024,Insurance Premium,Insurance,3375,expense,ICICI Savings,Card
8/6/2023,Travel Booking,Travel,4197,expense,HDFC Savings,Card
3/21/2024,Insurance Premium,Insurance,7243,expense,ICICI Savings,Card
1/5/2023,Medical Expense,Medical,5627,expense,HDFC Savings,Card
11/17/2022,House Rent,Rent,16152,expense,HDFC Savings,UPI
2/8/2022,Medical Expense,Medical,6435,expense,HDFC Savings,NetBanking
7/13/2023,Medical Expense,Medical,4102,expense,HDFC Savings,NetBanking
4/8/2023,Freelance Project Payment,Freelance,2222,income,ICICI Savings,UPI
5/18/2024,Restaurant Payment,Dining,7920,expense,HDFC Savings,UPI
5/25/2022,Freelance Project Payment,Freelance,6790,income,HDFC Savings,UPI
10/21/2022,Online Shopping,Shopping,4634,expense,ICICI Savings,NetBanking
4/28/2023,Fuel Station,Fuel,1381,expense,HDFC Savings,UPI
3/3/2022,Broadband Bill,Internet,2529,expense,ICICI Savings,Card
11/3/2022,House Rent,Rent,20686,expense,ICICI Savings,NetBanking
3/20/2023,Travel Booking,Travel,4437,expense,ICICI Savings,UPI
7/7/2022,House Rent,Rent,15903,expense,ICICI Savings,Card
10/18/2022,SIP Investment,Mutual Fund,4550,expense,ICICI Savings,UPI
1/19/2022,Fuel Station,Fuel,7262,expense,ICICI Savings,Card
8/8/2022,Insurance Premium,Insurance,6197,expense,HDFC Savings,NetBanking
8/10/2022,Travel Booking,Travel,7306,expense,ICICI Savings,NetBanking
5/5/2024,Monthly Salary Credit,Salary,75257,income,HDFC Savings,Card
9/15/2022,Medical Expense,Medical,4429,expense,ICICI Savings,UPI
1/3/2024,Supermarket Purchase,Groceries,2939,expense,HDFC Savings,NetBanking
10/10/2023,Insurance Premium,Insurance,5663,expense,ICICI Savings,UPI
4/19/2023,Fuel Station,Fuel,5407,expense,HDFC Savings,UPI
11/8/2022,Electricity Bill,Electricity,4157,expense,HDFC Savings,UPI
11/10/2022,Broadband Bill,Internet,1800,expense,HDFC Savings,NetBanking
4/3/2023,Online Shopping,Shopping,1262,expense,ICICI Savings,UPI
6/17/2024,House Rent,Rent,20930,expense,ICICI Savings,UPI
7/14/2023,House Rent,Rent,22537,expense,ICICI Savings,UPI
7/26/2023,Supermarket Purchase,Groceries,1477,expense,ICICI Savings,UPI
6/5/2024,House Rent,Rent,20526,expense,HDFC Savings,Card
6/11/2024,SIP Investment,Mutual Fund,6411,expense,ICICI Savings,NetBanking
8/4/2022,Electricity Bill,Electricity,2130,expense,HDFC Savings,UPI
5/27/2024,Monthly Salary Credit,Salary,62336,income,ICICI Savings,Card
9/20/2022,Online Shopping,Shopping,4154,expense,ICICI Savings,UPI
9/12/2022,Broadband Bill,Internet,660,expense,ICICI Savings,NetBanking
10/30/2022,Freelance Project Payment,Freelance,4635,income,ICICI Savings,NetBanking
6/19/2022,Monthly Salary Credit,Salary,66949,income,ICICI Savings,UPI
5/15/2024,Monthly Salary Credit,Salary,86675,income,HDFC Savings,NetBanking
1/21/2022,Restaurant Payment,Dining,6390,expense,ICICI Savings,UPI
8/12/2022,Monthly Salary Credit,Salary,71913,income,HDFC Savings,NetBanking
7/7/2023,Monthly Salary Credit,Salary,86791,income,HDFC Savings,Card
2/12/2022,Medical Expense,Medical,4950,expense,ICICI Savings,NetBanking
1/21/2022,Monthly Salary Credit,Salary,83889,income,ICICI Savings,Card
5/31/2023,Restaurant Payment,Dining,5663,expense,ICICI Savings,Card
12/2/2022,Broadband Bill,Internet,5694,expense,ICICI Savings,UPI
6/16/2022,Fuel Station,Fuel,1716,expense,ICICI Savings,Card
2/4/2023,Broadband Bill,Internet,3080,expense,ICICI Savings,Card
1/11/2023,Travel Booking,Travel,3761,expense,ICICI Savings,Card
5/25/2022,Insurance Premium,Insurance,1636,expense,ICICI Savings,Card
12/16/2022,Monthly Salary Credit,Salary,62832,income,HDFC Savings,UPI
4/3/2024,Fuel Station,Fuel,1268,expense,ICICI Savings,Card
11/16/2022,Insurance Premium,Insurance,2488,expense,HDFC Savings,UPI
2/21/2024,Equity Purchase,Stocks,5835,expense,HDFC Savings,Card
1/30/2023,Monthly Salary Credit,Salary,80090,income,ICICI Savings,UPI
7/15/2022,Broadband Bill,Internet,6688,expense,HDFC Savings,Card
9/16/2023,Broadband Bill,Internet,3887,expense,HDFC Savings,NetBanking
10/22/2022,House Rent,Rent,15356,expense,HDFC Savings,NetBanking
11/22/2022,Electricity Bill,Electricity,7418,expense,ICICI Savings,Card
9/30/2023,Supermarket Purchase,Groceries,1184,expense,HDFC Savings,Card
2/21/2022,Restaurant Payment,Dining,5029,expense,HDFC Savings,NetBanking
1/28/2023,Travel Booking,Travel,1946,expense,ICICI Savings,UPI
2/12/2024,Supermarket Purchase,Groceries,756,expense,ICICI Savings,Card
10/17/2023,Fuel Station,Fuel,1871,expense,HDFC Savings,NetBanking
4/24/2023,Supermarket Purchase,Groceries,5374,expense,ICICI Savings,Card
4/25/2023,Medical Expense,Medical,3736,expense,HDFC Savings,UPI
6/13/2024,SIP Investment,Mutual Fund,14748,expense,ICICI Savings,Card
7/4/2023,Fuel Station,Fuel,4372,expense,HDFC Savings,Card
4/3/2024,Online Shopping,Shopping,3117,expense,ICICI Savings,NetBanking
3/25/2024,Online Shopping,Shopping,7215,expense,HDFC Savings,Card
11/24/2023,Medical Expense,Medical,7412,expense,ICICI Savings,UPI
10/13/2023,Monthly Salary Credit,Salary,80979,income,HDFC Savings,NetBanking
5/19/2023,SIP Investment,Mutual Fund,11359,expense,ICICI Savings,NetBanking
4/16/2022,Restaurant Payment,Dining,5683,expense,ICICI Savings,NetBanking
6/3/2024,House Rent,Rent,24284,expense,HDFC Savings,Card
6/29/2023,Electricity Bill,Electricity,3557,expense,HDFC Savings,NetBanking
1/22/2022,Electricity Bill,Electricity,2766,expense,HDFC Savings,Card
2/10/2023,Freelance Project Payment,Freelance,1012,income,ICICI Savings,Card
1/8/2023,SIP Investment,Mutual Fund,4587,expense,HDFC Savings,Card
11/3/2022,SIP Investment,Mutual Fund,12751,expense,HDFC Savings,NetBanking
6/18/2023,Online Shopping,Shopping,6714,expense,ICICI Savings,UPI
3/30/2022,Fuel Station,Fuel,4744,expense,HDFC Savings,UPI
5/15/2023,Freelance Project Payment,Freelance,6212,income,ICICI Savings,UPI
8/30/2023,Electricity Bill,Electricity,7604,expense,HDFC Savings,UPI
1/17/2024,House Rent,Rent,21793,expense,HDFC Savings,NetBanking
4/30/2022,Fuel Station,Fuel,6412,expense,ICICI Savings,UPI
10/26/2023,Equity Purchase,Stocks,7273,expense,HDFC Savings,UPI
2/4/2023,Monthly Salary Credit,Salary,72264,income,HDFC Savings,UPI
2/18/2023,Insurance Premium,Insurance,6493,expense,ICICI Savings,Card
9/17/2023,Monthly Salary Credit,Salary,71249,income,ICICI Savings,UPI
12/8/2022,SIP Investment,Mutual Fund,5493,expense,ICICI Savings,NetBanking
3/17/2024,House Rent,Rent,16100,expense,ICICI Savings,NetBanking
4/4/2023,Freelance Project Payment,Freelance,4967,income,HDFC Savings,NetBanking
5/15/2022,Medical Expense,Medical,2225,expense,HDFC Savings,Card
12/25/2023,Freelance Project Payment,Freelance,463,income,ICICI Savings,UPI
5/10/2022,Fuel Station,Fuel,7983,expense,ICICI Savings,Card
10/1/2023,Equity Purchase,Stocks,5295,expense,HDFC Savings,UPI
9/3/2022,SIP Investment,Mutual Fund,3585,expense,HDFC Savings,Card
6/5/2023,Insurance Premium,Insurance,4817,expense,HDFC Savings,Card
2/24/2023,Travel Booking,Travel,2258,expense,HDFC Savings,UPI
3/30/2023,House Rent,Rent,16288,expense,HDFC Savings,NetBanking
11/1/2023,Restaurant Payment,Dining,7084,expense,ICICI Savings,UPI
2/29/2024,Equity Purchase,Stocks,4092,expense,HDFC Savings,NetBanking
12/10/2023,Online Shopping,Shopping,6441,expense,ICICI Savings,UPI
10/30/2023,Freelance Project Payment,Freelance,4839,income,ICICI Savings,NetBanking
5/21/2024,Supermarket Purchase,Groceries,3065,expense,HDFC Savings,NetBanking
11/24/2022,Restaurant Payment,Dining,7753,expense,ICICI Savings,Card
9/27/2023,Supermarket Purchase,Groceries,1094,expense,HDFC Savings,UPI
4/8/2022,House Rent,Rent,20882,expense,ICICI Savings,Card
1/4/2022,Insurance Premium,Insurance,4952,expense,ICICI Savings,UPI
9/20/2022,Equity Purchase,Stocks,4692,expense,HDFC Savings,Card
10/29/2023,Equity Purchase,Stocks,3350,expense,ICICI Savings,Card
12/11/2023,Monthly Salary Credit,Salary,74731,income,ICICI Savings,Card
2/9/2024,Electricity Bill,Electricity,1097,expense,ICICI Savings,NetBanking
5/14/2022,Medical Expense,Medical,5011,expense,ICICI Savings,UPI
2/23/2023,Broadband Bill,Internet,5852,expense,HDFC Savings,UPI
4/1/2022,Restaurant Payment,Dining,7389,expense,ICICI Savings,UPI
2/11/2024,Insurance Premium,Insurance,2505,expense,HDFC Savings,Card
4/30/2024,House Rent,Rent,15369,expense,ICICI Savings,NetBanking
5/20/2024,Restaurant Payment,Dining,6175,expense,ICICI Savings,NetBanking
6/15/2023,Restaurant Payment,Dining,2897,expense,ICICI Savings,UPI
7/1/2022,House Rent,Rent,17647,expense,ICICI Savings,NetBanking
5/11/2023,Online Shopping,Shopping,5819,expense,HDFC Savings,UPI
4/9/2022,Broadband Bill,Internet,645,expense,ICICI Savings,Card
6/14/2024,Electricity Bill,Electricity,1236,expense,ICICI Savings,UPI
4/5/2023,Insurance Premium,Insurance,1772,expense,ICICI Savings,Card
10/5/2022,Fuel Station,Fuel,7481,expense,HDFC Savings,NetBanking
4/3/2024,Insurance Premium,Insurance,513,expense,ICICI Savings,Card
5/16/2023,Restaurant Payment,Dining,5448,expense,HDFC Savings,UPI
1/21/2024,Equity Purchase,Stocks,3127,expense,HDFC Savings,UPI
3/2/2023,Supermarket Purchase,Groceries,6129,expense,ICICI Savings,Card
7/24/2022,Equity Purchase,Stocks,14898,expense,ICICI Savings,UPI
1/20/2022,Medical Expense,Medical,5690,expense,ICICI Savings,UPI
12/6/2022,Electricity Bill,Electricity,7371,expense,ICICI Savings,Card
7/9/2022,SIP Investment,Mutual Fund,6753,expense,ICICI Savings,UPI
12/12/2022,Supermarket Purchase,Groceries,5838,expense,ICICI Savings,NetBanking
5/23/2024,Electricity Bill,Electricity,1228,expense,ICICI Savings,NetBanking
3/6/2023,Broadband Bill,Internet,5268,expense,HDFC Savings,UPI
